product,MRBID,r2,rmse
ERA5-Land,2101.0,0.9146340659823913,7.692212609508548
ERA5-Land,2102.0,0.7460102242123818,12.332211723963441
ERA5-Land,2103.0,0.5938582014784807,16.17587236219075
ERA5-Land,2104.0,0.8117806258469371,10.600561689097129
ERA5-Land,2105.0,0.968024237975845,7.577305783818035
ERA5-Land,2106.0,0.9462579644288468,9.096228474345763
ERA5-Land,2107.0,0.9691023977850436,5.668347993611696
ERA5-Land,2108.0,0.9543460971651533,8.185882121159102
ERA5-Land,2109.0,0.9486818876535359,5.443825007064854
ERA5-Land,2110.0,-6.483335415083074,92.84786985674756
ERA5-Land,2111.0,0.5550225248851023,25.22555576671899
ERA5-Land,2112.0,-0.5218836548531169,40.269977362727204
ERA5-Land,2113.0,0.97058066396293,7.251185858861386
ERA5-Land,2114.0,0.8590682772703448,14.382940646119934
ERA5-Land,2115.0,0.985282889990216,6.751926635330325
ERA5-Land,2116.0,-0.38088117749398287,38.779690343527506
ERA5-Land,2117.0,0.942014665765923,10.161656859054675
ERA5-Land,2302.0,0.6742846803371285,29.648042655327693
ERA5-Land,2306.0,0.16820938467273405,53.164706284695924
ERA5-Land,2309.0,-0.13448487644548535,37.33939492304761
ERA5-Land,2310.0,0.7134038599730811,59.32645810152372
ERA5-Land,2319.0,0.7489751396723998,17.313446517232013
ERA5-Land,2320.0,0.9489092011222816,5.042958800622988
ERA5-Land,2401.0,0.9434901416895919,15.263498573934138
ERA5-Land,2402.0,0.775428868282976,26.94226857901936
ERA5-Land,2404.0,0.9517517757402066,13.084238419447093
ERA5-Land,2413.0,0.5134873893747053,31.67498586330314
ERA5-Land,2415.0,0.9113297215137672,7.286243381221635
ERA5-Land,2417.0,0.8255829958537082,29.748001815502512
ERA5-Land,2418.0,0.7176781371221692,29.701981509361612
ERA5-Land,2421.0,0.820197338344624,15.720446819133457
ERA5-Land,2423.0,0.975364638459655,12.74593019518138
ERA5-Land,2427.0,0.9382255613167145,10.65437503223195
ERA5-Land,2429.0,0.7838153530952398,12.750350682983594
ERA5-Land,2430.0,0.7364793494903512,21.060969258896982
ERA5-Land,2432.0,0.8740716662241986,9.800894590320809
ERA5-Land,2433.0,0.8330109915118922,25.78285482213987
ERA5-Land,2434.0,0.6515824287175025,29.0303707950763
ERA5-Land,2436.0,0.6692773542315165,56.0043997038404
ERA5-Land,2901.0,0.9598983807179698,5.729520985216421
ERA5-Land,2902.0,0.3449952076434253,42.88595518454327
ERA5-Land,2903.0,0.5908234823353519,32.50118118726468
ERA5-Land,2905.0,0.9102736059898575,5.356439978210705
ERA5-Land,2906.0,0.9003718487202415,12.78774855118061
ERA5-Land,2909.0,0.8451256197570942,12.072282511511656
ERA5-Land,2910.0,0.8941348542074766,7.087972538300279
ERA5-Land,2911.0,0.9792110954843998,5.7424274630319845
ERA5-Land,2912.0,0.9703008280730212,6.508907078229549
ERA5-Land,2913.0,0.9015423460657412,6.741576772027884
ERA5-Land,2914.0,-10.058516875506402,169.63125026035593
ERA5-Land,2915.0,0.9761497711049519,5.081133230507953
ERA5-Land,2916.0,0.9438483225816621,12.344900243217184
ERA5-Land,2917.0,0.9643886777221506,6.980900077138484
ERA5-Land,2918.0,0.9225008579740976,19.917791105853635
ERA5-Land,2919.0,0.591761426327226,15.94289641509615
ERA5-Land,2920.0,0.970566369028667,5.538629175752019
ERA5-Land,4101.0,0.9821454619011666,7.685678709818263
ERA5-Land,4102.0,0.6653076738651817,23.04724262018972
ERA5-Land,4103.0,0.9029440766126584,12.078161932822779
ERA5-Land,4104.0,0.9850310635651799,6.149534171870466
ERA5-Land,4105.0,0.4647559522642146,32.03002898666292
ERA5-Land,4106.0,0.9724276787941442,8.625480774467327
ERA5-Land,4107.0,0.9368524879737974,44.98899042619973
ERA5-Land,4108.0,0.9437063761910134,18.49567034776691
ERA5-Land,4109.0,0.9521503057174129,12.581698815577248
ERA5-Land,4110.0,0.46294566999645104,41.016486434725714
ERA5-Land,4111.0,0.7449825736070526,17.846766868745423
ERA5-Land,4112.0,0.9410996274758932,8.260185140244598
ERA5-Land,4113.0,-0.019301813754508013,44.45833750484345
ERA5-Land,4114.0,0.6534871070004,20.775059755738635
ERA5-Land,4115.0,0.9526479850481602,6.569433830608036
ERA5-Land,4116.0,0.7757090848400519,50.502741704458955
ERA5-Land,4117.0,0.04904413497436855,44.29621007713901
ERA5-Land,4118.0,0.9748612438715673,5.784234446058072
ERA5-Land,4119.0,0.48844331509104666,28.352120462337613
ERA5-Land,4120.0,0.5751546465502239,24.359322446151474
ERA5-Land,4121.0,0.7940971915168896,31.681427851611843
ERA5-Land,4122.0,0.9478255684805604,12.293843398749814
ERA5-Land,4123.0,0.7348904315051403,29.366395422464876
ERA5-Land,4124.0,0.9764185743125781,8.26070257690095
ERA5-Land,4125.0,0.9589033028517276,11.194242438772585
ERA5-Land,4126.0,0.7702902108587668,31.791873338991714
ERA5-Land,4127.0,0.9647056698720875,7.713910179921105
ERA5-Land,4128.0,0.7004308414672762,19.864097944835436
ERA5-Land,4129.0,0.9317914103029403,8.725474638231647
ERA5-Land,4130.0,0.9313366473598178,9.134879211273384
ERA5-Land,4131.0,0.9826555556168834,4.829779879517402
ERA5-Land,4132.0,0.6770092304601213,25.05739167111264
ERA5-Land,4133.0,0.8673978180820597,14.47225924840169
ERA5-Land,4134.0,0.980079456383298,5.120309245988075
ERA5-Land,4207.0,0.9183157697320564,18.81041307794878
ERA5-Land,4210.0,0.8534742548624698,19.86283572633497
ERA5-Land,4211.0,0.7365304489522579,18.28858126361021
ERA5-Land,4214.0,0.7891989766105091,16.06550007254166
ERA5-Land,4216.0,0.9420905928921157,11.754623293313143
ERA5-Land,4217.0,0.921704485735111,18.79993173402534
ERA5-Land,4218.0,0.8584313013071541,18.08987559112693
ERA5-Land,4219.0,0.8624476513789332,26.066012345957567
ERA5-Land,4222.0,0.8895433942317263,13.091730940614998
ERA5-Land,4229.0,0.9042753291860327,15.321790865873552
ERA5-Land,4231.0,0.6795038180918735,43.800895149412774
ERA5-Land,4234.0,0.8956465497832823,15.463048586819518
ERA5-Land,4236.0,0.9376512509688433,14.649746558813208
ERA5-Land,4238.0,0.9083555952133229,17.269858456133665
ERA5-Land,4245.0,0.7921322980174903,9.613572873736917
ERA5-Land,4401.0,-11.41369221113177,99.5342860996054
ERA5-Land,4405.0,0.9157219816850837,8.615919100611237
ERA5-Land,4406.0,0.9582418769694963,6.952320139361604
ERA5-Land,4408.0,-6.760993424944384,110.41192521970163
ERA5-Land,4410.0,0.9386268164090744,7.429670351632428
ERA5-Land,4413.0,0.9497904198936776,7.988699612104377
ERA5-Land,4414.0,0.10637606872695526,35.55116817766729
ERA5-Land,4416.0,0.5108513198160756,19.234918241946794
ERA5-Land,4418.0,0.7628421733588695,24.135462937889763
ERA5-Land,4420.0,0.9138891443513397,11.840842008075501
ERA5-Land,4421.0,0.936909961657396,9.535704535738265
ERA5-Land,4423.0,0.9137623617821378,8.228224308933278
ERA5-Land,4426.0,0.9640878172774175,6.093606294629769
ERA5-Land,4427.0,0.8975957311836256,15.227551048789138
ERA5-Land,4428.0,0.01798000178569714,24.753610331995432
ERA5-Land,4430.0,-2.0713380440978293,43.512207992196544
ERA5-Land,4431.0,-2.661290511663363,57.43009096054739
ERA5-Land,4435.0,0.005010262247440389,26.64790192547013
ERA5-Land,4901.0,0.9682218081635036,4.745363539247726
ERA5-Land,6102.0,0.9875482167710736,5.958542938121659
ERA5-Land,6103.0,0.980208103102959,4.580892713608939
ERA5-Land,6105.0,0.9779999958677621,4.581660952976848
ERA5-Land,6106.0,0.9942689129122098,4.147307872856074
ERA5-Land,6107.0,0.861214747439804,14.01286833783603
ERA5-Land,6108.0,0.9650938150551551,6.7470953118110915
ERA5-Land,6109.0,0.9943585361999013,3.2850118364517407
ERA5-Land,6111.0,0.9387243853615969,6.768331641779171
ERA5-Land,6112.0,0.9801258420589442,4.430464171899513
ERA5-Land,6113.0,0.9264151438404044,17.95497333533969
ERA5-Land,6114.0,0.9858506111104348,4.118413931900847
ERA5-Land,6201.0,0.8367267281399674,12.30999401413526
ERA5-Land,6202.0,0.9659574396061771,7.897369176153703
ERA5-Land,6204.0,0.9721633271751206,4.318893050235984
ERA5-Land,6205.0,0.9681654918531295,4.945921705456657
ERA5-Land,6206.0,0.9756032546508953,4.331355210897179
ERA5-Land,6209.0,0.7819686976156969,11.96692295263749
ERA5-Land,6210.0,0.5339776425677776,46.83333621215007
ERA5-Land,6212.0,0.8859686602683927,11.187569775672722
ERA5-Land,6213.0,0.4316197405091319,16.566814710370938
ERA5-Land,6214.0,0.9325794955628081,13.038604234763008
ERA5-Land,6218.0,0.9801944030408815,5.727812334497311
ERA5-Land,6219.0,0.8127513047946158,15.685795608861364
ERA5-Land,6220.0,0.9655919059625238,7.060378796581777
ERA5-Land,6221.0,0.9580988933525986,3.8116245293231135
ERA5-Land,6222.0,0.9866266862502727,3.9423192868318027
ERA5-Land,6223.0,0.8522914659789543,8.615411478092375
ERA5-Land,6224.0,0.9869649452720526,4.394549831416357
ERA5-Land,6227.0,0.5902509969466392,24.19026622649668
ERA5-Land,6229.0,0.9086139720858596,18.55130933131072
ERA5-Land,6232.0,0.98547923166882,3.051345631837791
ERA5-Land,6234.0,0.8567021115735243,15.716598843489118
ERA5-Land,6235.0,0.9878316851741054,4.308038542478725
ERA5-Land,6236.0,0.8828618621005139,5.471105079687405
ERA5-Land,6239.0,0.9852268650568354,8.329921612332488
ERA5-Land,6241.0,0.9381230581418328,13.034217484964469
ERA5-Land,6242.0,0.772413784732821,13.007752203133125
ERA5-Land,6243.0,0.8321865201274761,17.18933416392681
ERA5-Land,6244.0,0.9349220861254017,11.536565401107655
ERA5-Land,6251.0,0.7512984183744176,15.451396506889036
ERA5-Land,6255.0,0.743092783001633,16.301132898508257
ERA5-Land,6258.0,0.9311514498526471,7.222955381003501
ERA5-Land,6259.0,0.9569016502543437,4.800132056202236
ERA5-Land,6902.0,0.9393243236409673,6.219648728686205
ERA5-Land,6903.0,0.9824859320700954,4.940961433267369
InSitu,2101.0,0.476154723819168,334.3610318728883
InSitu,2102.0,0.7634844386452699,112.76322331559855
InSitu,2103.0,0.7829339836139827,232.5800232246417
InSitu,2104.0,0.5094744521340477,830.3981211866235
InSitu,2105.0,0.9258580173450154,226.97563895090016
InSitu,2106.0,0.8883529174818063,203.31342731513735
InSitu,2107.0,0.8976397203856459,248.08111594242922
InSitu,2108.0,0.90162966059312,143.85529898311532
InSitu,2109.0,0.6915986761991487,670.5434188773372
InSitu,2110.0,,inf
InSitu,2111.0,,inf
InSitu,2112.0,,inf
InSitu,2113.0,0.6483262701595826,142.84133184463175
InSitu,2114.0,0.3427936585901543,995.8385132639253
InSitu,2115.0,0.8587891016219208,391.1755899450388
InSitu,2116.0,0.7561774512943596,520.809386232231
InSitu,2117.0,0.7775355387450765,331.9075468729786
InSitu,2302.0,,inf
InSitu,2306.0,,inf
InSitu,2309.0,,inf
InSitu,2310.0,,inf
InSitu,2319.0,,inf
InSitu,2320.0,,inf
InSitu,2401.0,0.9131515427073331,88.92965950982999
InSitu,2402.0,0.8251778993310324,288.3957300657057
InSitu,2404.0,,inf
InSitu,2413.0,0.6306463069485508,20.543488223630636
InSitu,2415.0,,inf
InSitu,2417.0,,inf
InSitu,2418.0,,inf
InSitu,2421.0,,inf
InSitu,2423.0,,inf
InSitu,2427.0,,inf
InSitu,2429.0,,inf
InSitu,2430.0,,inf
InSitu,2432.0,,inf
InSitu,2433.0,,inf
InSitu,2434.0,,inf
InSitu,2436.0,,inf
InSitu,2901.0,,inf
InSitu,2902.0,,inf
InSitu,2903.0,,inf
InSitu,2905.0,,inf
InSitu,2906.0,,inf
InSitu,2909.0,0.10231341564796692,6053.887064917248
InSitu,2910.0,,inf
InSitu,2911.0,,inf
InSitu,2912.0,,inf
InSitu,2913.0,,inf
InSitu,2914.0,,inf
InSitu,2915.0,-0.5665405042512084,2492.223952504004
InSitu,2916.0,,inf
InSitu,2917.0,0.8266622342182891,71.76422584998446
InSitu,2918.0,0.8178962548218646,89.23300682771666
InSitu,2919.0,,inf
InSitu,2920.0,,inf
InSitu,4101.0,0.25309315154673095,303.5249929889812
InSitu,4102.0,,inf
InSitu,4103.0,,inf
InSitu,4104.0,0.24339953473869502,155.3787387436821
InSitu,4105.0,,inf
InSitu,4106.0,0.5611547088605702,44.95405145309439
InSitu,4107.0,0.3865893805945879,401.64015660839954
InSitu,4108.0,0.40080562679590037,302.23605399055015
InSitu,4109.0,0.21856236105088067,721.5216145899129
InSitu,4110.0,,inf
InSitu,4111.0,,inf
InSitu,4112.0,0.5605285704124863,28.199206581495606
InSitu,4113.0,,inf
InSitu,4114.0,,inf
InSitu,4115.0,,inf
InSitu,4116.0,0.44818727502106914,150.57022132790965
InSitu,4117.0,,inf
InSitu,4118.0,,inf
InSitu,4119.0,,inf
InSitu,4120.0,,inf
InSitu,4121.0,,inf
InSitu,4122.0,0.6289576064182489,25.958861413478367
InSitu,4123.0,0.624014888598665,169.02154632177556
InSitu,4124.0,0.7840801772342972,161.16102729234203
InSitu,4125.0,0.7691388859470305,57.39352432518933
InSitu,4126.0,,inf
InSitu,4127.0,0.6388693869899876,79.68708810460386
InSitu,4128.0,,inf
InSitu,4129.0,0.30125547888364046,141.16418221786873
InSitu,4130.0,,inf
InSitu,4131.0,,inf
InSitu,4132.0,,inf
InSitu,4133.0,,inf
InSitu,4134.0,,inf
InSitu,4207.0,0.4584387651029629,19.437396981188066
InSitu,4210.0,0.9123478966119762,7.1735785346839105
InSitu,4211.0,0.5361845098402804,25.33643290885155
InSitu,4214.0,0.9025659970919552,6.851843496378016
InSitu,4216.0,,inf
InSitu,4217.0,0.45706818841936314,16.077150762619606
InSitu,4218.0,0.8913826715759822,8.733055558863535
InSitu,4219.0,-0.47899978230067064,299.4660403383703
InSitu,4222.0,0.17463658452230701,107.58316482402694
InSitu,4229.0,0.9706561645248094,3.991262440059748
InSitu,4231.0,0.4267883872767153,325.5159071969438
InSitu,4234.0,0.42157138167791897,24.842240145202492
InSitu,4236.0,0.979185488311353,3.794114527968196
InSitu,4238.0,0.8634231351520425,21.71795622519299
InSitu,4245.0,0.6243039341736591,20.92543442854142
InSitu,4401.0,0.5719833045111153,44.53222789772811
InSitu,4405.0,0.9052451595174552,31.797945603798812
InSitu,4406.0,0.9726953330369709,7.146934922835027
InSitu,4408.0,0.3606500012675907,195.477335047141
InSitu,4410.0,0.8460887287625647,24.62676136889557
InSitu,4413.0,0.9447131405729002,9.225449150650482
InSitu,4414.0,0.031292482022920454,2520.4303865942393
InSitu,4416.0,,inf
InSitu,4418.0,0.06154959889919309,628.893235792662
InSitu,4420.0,0.9752125367304336,4.245479418960696
InSitu,4421.0,0.8872797030085956,41.5664544041424
InSitu,4423.0,0.8775334493623159,49.26813708115734
InSitu,4426.0,0.9747703488967987,8.340805601736564
InSitu,4427.0,0.5344375940222525,59.18515452970333
InSitu,4428.0,,inf
InSitu,4430.0,0.7547557939960001,69.31252693666262
InSitu,4431.0,0.22184977029999764,196.5779026756339
InSitu,4435.0,0.6575971332521029,176.44571867639198
InSitu,4901.0,0.9639657608539356,9.329647884728777
InSitu,6102.0,0.9808254628054736,29.637656369439263
InSitu,6103.0,0.8272849091939796,19.92680656432259
InSitu,6105.0,0.9053866098440981,199.1832841092526
InSitu,6106.0,0.9785936217058042,54.029076863874735
InSitu,6107.0,0.9011306628638511,212.212649343906
InSitu,6108.0,0.7203220442070083,22.421124354278977
InSitu,6109.0,0.9463143217559745,113.6739767501578
InSitu,6111.0,0.989371030380825,2.2738188028789077
InSitu,6112.0,0.8696824711615123,11.781209228833564
InSitu,6113.0,0.47021183525071186,19.123096056925156
InSitu,6114.0,0.9333592099794084,31.256368067286477
InSitu,6201.0,0.9047088727718594,38.56729030877966
InSitu,6202.0,0.0038640281068071936,254.39248455978557
InSitu,6204.0,-0.18135288360448243,317.6447933198746
InSitu,6205.0,-0.25300568064277895,1388.651532400132
InSitu,6206.0,0.25721579754171287,78.14408763037972
InSitu,6209.0,0.9404007982924301,5.369199506074982
InSitu,6210.0,,inf
InSitu,6212.0,,inf
InSitu,6213.0,0.9141065794751605,10.318475206451492
InSitu,6214.0,0.9086366867359449,11.225796301006003
InSitu,6218.0,0.966099496957831,15.545173309502594
InSitu,6219.0,0.5609020467219394,306.61476957722766
InSitu,6220.0,0.9950060013956191,1.892276662339391
InSitu,6221.0,,inf
InSitu,6222.0,0.9813775251874174,3.4983652248542554
InSitu,6223.0,0.4665341164131762,50.076194260108736
InSitu,6224.0,0.9969976809698995,1.236926279913231
InSitu,6227.0,0.6487641848756815,78.53150424333744
InSitu,6229.0,,inf
InSitu,6232.0,0.966934765000831,5.186112454815808
InSitu,6234.0,,inf
InSitu,6235.0,0.9565372212216561,20.024420321103573
InSitu,6236.0,0.6947235541171284,62.217387811640776
InSitu,6239.0,0.9902695038660253,4.70194547590463
InSitu,6241.0,0.6688592991087585,82.24400877292955
InSitu,6242.0,0.8745777164119937,21.199306415153487
InSitu,6243.0,0.7129240774993706,25.621468578182032
InSitu,6244.0,,inf
InSitu,6251.0,,inf
InSitu,6255.0,0.9310266352312948,9.44984957270373
InSitu,6258.0,,inf
InSitu,6259.0,0.5837384867644659,42.08334320650725
InSitu,6902.0,0.031054906758373635,2918.507850756468
InSitu,6903.0,0.9577014135526235,34.973684028966474
JRA-55,2101.0,0.9966226325268029,1.0252695990807275
JRA-55,2102.0,0.9957624099768908,1.5104872980185216
JRA-55,2103.0,0.9948451061068571,1.4138570563432895
JRA-55,2104.0,0.9884600578330076,4.456899752123754
JRA-55,2105.0,0.990683928328317,2.428719204635487
JRA-55,2106.0,0.9911506180725955,2.4484054695369863
JRA-55,2107.0,0.9969741060708084,1.4042603889953256
JRA-55,2108.0,0.9941570282884659,5.3483105854427855
JRA-55,2109.0,0.9977129801829641,1.5566653488250854
JRA-55,2110.0,0.9688688770615044,6.36433674933479
JRA-55,2111.0,0.9850697267570233,1.741357489213711
JRA-55,2112.0,0.9920394504712384,2.1674626973878075
JRA-55,2113.0,0.996796766897692,1.2213246226500531
JRA-55,2114.0,0.993619057378183,1.442145804668779
JRA-55,2115.0,0.9980379304899158,1.0883254944050003
JRA-55,2116.0,0.9927085215380731,2.04431795588843
JRA-55,2117.0,0.9756165554255871,5.09047960202116
JRA-55,2302.0,0.8998429726245151,12.520078204894048
JRA-55,2306.0,0.9027811855384043,15.749848073193636
JRA-55,2309.0,0.9471437861230432,6.214900727506079
JRA-55,2310.0,0.6659144819357521,18.647467555781606
JRA-55,2319.0,0.9455616423613447,4.332707859275765
JRA-55,2320.0,0.837159825660856,17.952806763907375
JRA-55,2401.0,0.9570444229423345,5.3486742843413255
JRA-55,2402.0,0.9914429355125404,3.5212960220170784
JRA-55,2404.0,0.7206467084057875,13.359934686554878
JRA-55,2413.0,0.9636431322215635,7.451922668716722
JRA-55,2415.0,0.9644333148562897,6.8235188586909645
JRA-55,2417.0,0.798013969693921,21.403895079352772
JRA-55,2418.0,0.849686658408085,8.869868922534137
